internal_id	source_key	lexeme_ids	entity_sha256	lemma_json	stratum	sample_score_sha256	pinned	genders	gender_claims_json	number_restriction	restriction_claims_json	paradigm_claims_json	source_completeness	slot_values_json	slot_form_ids_json	combining_forms_json	object_form_evidence_json	compound_statement_ids_json	sense_statement_ids_json	structural_evidence	orthography	diagnostics_json	review_status
wdn_000055_N	L626666	["L626666"]	["ad2989d3df993ca3c1b3a75babbc9d949ec6bd06074a68656b86b7b9ce101df2"]	"Senegaler"	regular_masculine	0046ff1e8f82ae074fbfbd367b290010274dcfd10b4e7822b13a059f62436f53	no	["masculine"]	[{"rank":"normal","statement":"L626666$26D91A6E-5B74-469F-88C1-AEC7C9BA7B57","value":"Q499327"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Senegaler"],"s_pl_dat":["Senegalern"],"s_pl_gen":["Senegaler"],"s_pl_nom":["Senegaler"],"s_sg_acc":["Senegaler"],"s_sg_dat":["Senegaler"],"s_sg_gen":["Senegalers"],"s_sg_nom":["Senegaler"]}	{"s_pl_acc":["L626666-F8"],"s_pl_dat":["L626666-F7"],"s_pl_gen":["L626666-F6"],"s_pl_nom":["L626666-F5"],"s_sg_acc":["L626666-F4"],"s_sg_dat":["L626666-F3"],"s_sg_gen":["L626666-F2"],"s_sg_nom":["L626666-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000056_N	L647538	["L647538"]	["c84fe6426a8222e409e4e9c2afc7b3239702bdd1baea720af9e55fd2bb35bf8d"]	"Quai"	multiple_gender	000cbc0f9e2c41b2b75cba2b211f395f4025bca96702958b419f71b12f699678	no	["masculine","neuter"]	[{"rank":"normal","statement":"L647538$513E3970-B086-4FCD-9EBC-DF201C42A23A","value":"Q499327"},{"rank":"normal","statement":"L647538$ca07c3c1-4a59-30bf-9aba-391043d6c476","value":"Q1775461"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Quais"],"s_pl_dat":["Quais"],"s_pl_gen":["Quais"],"s_pl_nom":["Quais"],"s_sg_acc":["Quai"],"s_sg_dat":["Quai"],"s_sg_gen":["Quais"],"s_sg_nom":["Quai"]}	{"s_pl_acc":["L647538-F8"],"s_pl_dat":["L647538-F7"],"s_pl_gen":["L647538-F6"],"s_pl_nom":["L647538-F5"],"s_sg_acc":["L647538-F4"],"s_sg_dat":["L647538-F3"],"s_sg_gen":["L647538-F2"],"s_sg_nom":["L647538-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000057_N	L656535	["L656535"]	["a841734f11f0516fed01107add5ff51de6433877a9063758c3353f778ee8a1d1"]	"Alten"	plural_only	016740a4a39f98f0f02c3386e6e6141234c7db16dba03c1721acedd203a100de	no	[]	[]	plural_only	[{"rank":"normal","statement":"L656535$8143D47C-9C8D-4870-A141-8C05DE726A3F","value":"Q138246"}]	[]	complete	{"s_pl_acc":["Alten"],"s_pl_dat":["Alten"],"s_pl_gen":["Alten"],"s_pl_nom":["Alten"]}	{"s_pl_acc":["L656535-F4"],"s_pl_dat":["L656535-F3"],"s_pl_gen":["L656535-F2"],"s_pl_nom":["L656535-F1"]}	[]	[]	[]	[]	none_recorded	[]	["missing_gender"]	automatic
wdn_000058_N	L677614	["L677614"]	["e07dff5b744e2e8686d1f167608ad6189ab6e564a8cf0dfcc2059d1e73a16a7a"]	"Radler"	multiple_gender	02d4a0a6475c493804ae1ba0c6e3442a13d2856bdf35de929c3a8c4fc68dc9a3	no	["masculine","neuter"]	[{"rank":"normal","statement":"L677614$41FD11BB-463F-4EE6-9FE5-B949F8CE211D","value":"Q1775461"},{"rank":"normal","statement":"L677614$98470254-40b3-af27-06b5-2b616d35323d","value":"Q499327"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Radler"],"s_pl_dat":["Radlern"],"s_pl_gen":["Radler"],"s_pl_nom":["Radler"],"s_sg_acc":["Radler"],"s_sg_dat":["Radler"],"s_sg_gen":["Radlers"],"s_sg_nom":["Radler"]}	{"s_pl_acc":["L677614-F8"],"s_pl_dat":["L677614-F7"],"s_pl_gen":["L677614-F6"],"s_pl_nom":["L677614-F5"],"s_sg_acc":["L677614-F4"],"s_sg_dat":["L677614-F3"],"s_sg_gen":["L677614-F2"],"s_sg_nom":["L677614-F1"]}	[]	[]	[]	[]	component_target	[]	[]	automatic
wdn_000059_N	L678544	["L678544"]	["45e187691604c170e0b8674bf5d0de544fa3868aa5d5c5c2241bbf465508353b"]	"Benutzung"	explicit_combining	05103f0ceb12f3f617c4f3315c9ba52038a14ccb1fe46ae0c6dd12f8fb120b73	no	["feminine"]	[{"rank":"normal","statement":"L678544$1FC1D7A6-4F6C-4955-9DC4-FF6A06754C71","value":"Q1775415"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Benutzungen"],"s_pl_dat":["Benutzungen"],"s_pl_gen":["Benutzungen"],"s_pl_nom":["Benutzungen"],"s_sg_acc":["Benutzung"],"s_sg_dat":["Benutzung"],"s_sg_gen":["Benutzung"],"s_sg_nom":["Benutzung"]}	{"s_pl_acc":["L678544-F8"],"s_pl_dat":["L678544-F7"],"s_pl_gen":["L678544-F6"],"s_pl_nom":["L678544-F5"],"s_sg_acc":["L678544-F4"],"s_sg_dat":["L678544-F3"],"s_sg_gen":["L678544-F2"],"s_sg_nom":["L678544-F1"]}	[{"features":["Q107614077"],"form_id":"L678544-F9","value":"Benutzungs"}]	["L678543$90dc2737-48bc-1e1f-f61b-60cf5308155e>L678544-F9"]	["L678544$c196d6c9-40ed-0387-7153-5f71d22364d2","L678544$3d07f24c-4002-6bc8-9e9c-9bdca9f6e285"]	[]	source_and_target	[]	[]	automatic
wdn_000060_N	L679403	["L679403"]	["a65c127a841e15a8ccfed0b03f161e5729d6fd8ec470270043256a8cb60059aa"]	"Verwandte"	irregular_full	01cc5e66e8cae3602fa363b3cc295cc720f988b585b736ee25217ac5104ad37f	no	["feminine"]	[{"rank":"normal","statement":"L679403$943C79E6-31B9-445E-9710-83DC79B0F883","value":"Q1775415"}]	ordinary	[]	[{"rank":"normal","statement":"L679403$1a9c19cc-4ab3-b503-3ccb-62bbd67738c2","value":"Q103383087"}]	complete	{"s_pl_acc":["Verwandte"],"s_pl_dat":["Verwandten"],"s_pl_gen":["Verwandter"],"s_pl_nom":["Verwandte"],"s_sg_acc":["Verwandte"],"s_sg_dat":["Verwandten"],"s_sg_gen":["Verwandten"],"s_sg_nom":["Verwandte"]}	{"s_pl_acc":["L679403-F8"],"s_pl_dat":["L679403-F7"],"s_pl_gen":["L679403-F6"],"s_pl_nom":["L679403-F5"],"s_sg_acc":["L679403-F4"],"s_sg_dat":["L679403-F3"],"s_sg_gen":["L679403-F2"],"s_sg_nom":["L679403-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000061_N	L729486	["L729486"]	["576e5121b08c9273d17705240ea39f31f5877dd5838eadb35ee6b5ec198f7a2a"]	"Kastrationsangst"	regular_feminine	0259fb2ade98524501765870d4ecae4f90b713b14862805b5d3356744c7134ac	no	["feminine"]	[{"rank":"normal","statement":"L729486$DB9A25AC-05A1-4641-81BC-89CD2B7A6D4B","value":"Q1775415"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Kastrationsängste"],"s_pl_dat":["Kastrationsängsten"],"s_pl_gen":["Kastrationsängste"],"s_pl_nom":["Kastrationsängste"],"s_sg_acc":["Kastrationsangst"],"s_sg_dat":["Kastrationsangst"],"s_sg_gen":["Kastrationsangst"],"s_sg_nom":["Kastrationsangst"]}	{"s_pl_acc":["L729486-F8"],"s_pl_dat":["L729486-F7"],"s_pl_gen":["L729486-F6"],"s_pl_nom":["L729486-F5"],"s_sg_acc":["L729486-F4"],"s_sg_dat":["L729486-F3"],"s_sg_gen":["L729486-F2"],"s_sg_nom":["L729486-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000062_N	L753194	["L753194"]	["7f60a53fd5d32735f82d572a33439c105d311e55581a716791b933ca236011fa"]	"Pluviograf"	irregular_full	01f8b088e74476754a01c23124785c6b1c42e3821715828bc4164d3f75250b35	no	["masculine"]	[{"rank":"normal","statement":"L753194$B7770332-3E44-4C7D-B552-3F86CB22CBCE","value":"Q499327"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Pluviografen"],"s_pl_dat":["Pluviografen"],"s_pl_gen":["Pluviografen"],"s_pl_nom":["Pluviografen"],"s_sg_acc":["Pluviografen"],"s_sg_dat":["Pluviografen"],"s_sg_gen":["Pluviografen"],"s_sg_nom":["Pluviograf"]}	{"s_pl_acc":["L753194-F8"],"s_pl_dat":["L753194-F7"],"s_pl_gen":["L753194-F6"],"s_pl_nom":["L753194-F5"],"s_sg_acc":["L753194-F4"],"s_sg_dat":["L753194-F3"],"s_sg_gen":["L753194-F2"],"s_sg_nom":["L753194-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000063_N	L753744	["L753744"]	["4d4b33c503c10273f59ea017c7bb5d2f01fc258e5ff998c7ed89fe4e9c561ae8"]	"Wundwasser"	partial_evidence	0004eb31ba6537feff6b11f3aea7d2d8962782264d1f2737b26808bef4e4d14b	no	["neuter"]	[{"rank":"normal","statement":"L753744$2061FCF0-79E7-41AD-A0DE-11B50D84A76F","value":"Q1775461"}]	ordinary	[]	[]	none	{}	{}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000064_N	L754263	["L754263"]	["1c49f8ad5e46e3274afca0819b2dc0cf072155303485c4293402ece00fd00cfe"]	"Cordial Médoc"	multiword	0408c8f5b87cf49989ea126a357b031aeb11c2c86458ab3c58c43af4afca1ae6	no	["masculine"]	[{"rank":"normal","statement":"L754263$FE22887D-FD90-4CCE-B893-A30B29ECD148","value":"Q499327"}]	ordinary	[]	[]	none	{}	{}	[]	[]	[]	[]	none_recorded	["whitespace"]	[]	automatic
wdn_000065_N	L754448	["L754448"]	["f74c4581ea49c087bb70e828f1e2b2cbbbe887c20e18e6df5df06542644b686d"]	"Handelsmissbrauch"	conflicting_slots	0010a63a84c4b86c4b3547fbdcfdea41eecf06510bd27597dceb72d5facc59c6	no	["masculine"]	[{"rank":"normal","statement":"L754448$6BFAB67D-6FF0-4A85-9F9E-E6DA0BB854F1","value":"Q499327"}]	ordinary	[]	[]	conflicting	{"s_pl_acc":["Handelsmissbräuche"],"s_pl_dat":["Handelsmissbräuchen"],"s_pl_gen":["Handelsmissbräuche"],"s_pl_nom":["Handelsmissbräuche"],"s_sg_acc":["Handelsmissbrauch"],"s_sg_dat":["Handelsmissbrauch"],"s_sg_gen":["Handelsmissbrauches","Handelsmissbrauchs"],"s_sg_nom":["Handelsmissbrauch"]}	{"s_pl_acc":["L754448-F9"],"s_pl_dat":["L754448-F8"],"s_pl_gen":["L754448-F7"],"s_pl_nom":["L754448-F6"],"s_sg_acc":["L754448-F5"],"s_sg_dat":["L754448-F4"],"s_sg_gen":["L754448-F2","L754448-F3"],"s_sg_nom":["L754448-F1"]}	[]	[]	[]	[]	none_recorded	[]	["conflicting_slots"]	automatic
wdn_000066_N	L755512	["L755512"]	["1a1621cd0b63659f40b13f66ce0e7d49057f9125a61f871de0822949d6436290"]	"Glotzauge"	invariant_plural	004a21f1d29c5c76f1e16b4b6f1eaa04f7dd6c3793869544f98c52e25aaef04c	no	["neuter"]	[{"rank":"normal","statement":"L755512$6daba75d-b6ab-40e5-9f38-3811a0f8cb45","value":"Q1775461"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Glotzaugen"],"s_pl_dat":["Glotzaugen"],"s_pl_gen":["Glotzaugen"],"s_pl_nom":["Glotzaugen"],"s_sg_acc":["Glotzauge"],"s_sg_dat":["Glotzauge"],"s_sg_gen":["Glotzauges"],"s_sg_nom":["Glotzauge"]}	{"s_pl_acc":["L755512-F8"],"s_pl_dat":["L755512-F7"],"s_pl_gen":["L755512-F6"],"s_pl_nom":["L755512-F5"],"s_sg_acc":["L755512-F4"],"s_sg_dat":["L755512-F3"],"s_sg_gen":["L755512-F2"],"s_sg_nom":["L755512-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000067_N	L755605	["L755605"]	["2f73c5b7316e976c2341c772b3432c76881e4b5f7f6184d3e6e5980920edec1f"]	"Altweiberknoten"	invariant_plural	005b952d9923e11779021ecc13ff5bd2c0f7359f69acc541b17e435b7a43965d	no	["masculine"]	[{"rank":"normal","statement":"L755605$F683927C-3261-4C28-A4D6-6BF6B0020CBF","value":"Q499327"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Altweiberknoten"],"s_pl_dat":["Altweiberknoten"],"s_pl_gen":["Altweiberknoten"],"s_pl_nom":["Altweiberknoten"],"s_sg_acc":["Altweiberknoten"],"s_sg_dat":["Altweiberknoten"],"s_sg_gen":["Altweiberknotens"],"s_sg_nom":["Altweiberknoten"]}	{"s_pl_acc":["L755605-F8"],"s_pl_dat":["L755605-F7"],"s_pl_gen":["L755605-F6"],"s_pl_nom":["L755605-F5"],"s_sg_acc":["L755605-F4"],"s_sg_dat":["L755605-F3"],"s_sg_gen":["L755605-F2"],"s_sg_nom":["L755605-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000068_N	L757913	["L757913"]	["a64c101c5f96c0909a9ffe7b23520fab0f8061fff98fa6a22c7eb1ca8947de22"]	"Schlüsselblume"	invariant	0002194f96055357309854cd4445774cd1bf1ec6046d9dec7e3b7b06eaaa1a28	no	["feminine"]	[{"rank":"normal","statement":"L757913$DDC30943-0330-4D2A-960A-22B97206B55E","value":"Q1775415"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Schlüsselblumen"],"s_pl_dat":["Schlüsselblumen"],"s_pl_gen":["Schlüsselblumen"],"s_pl_nom":["Schlüsselblumen"],"s_sg_acc":["Schlüsselblume"],"s_sg_dat":["Schlüsselblume"],"s_sg_gen":["Schlüsselblume"],"s_sg_nom":["Schlüsselblume"]}	{"s_pl_acc":["L757913-F8"],"s_pl_dat":["L757913-F7"],"s_pl_gen":["L757913-F6"],"s_pl_nom":["L757913-F5"],"s_sg_acc":["L757913-F4"],"s_sg_dat":["L757913-F3"],"s_sg_gen":["L757913-F2"],"s_sg_nom":["L757913-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000069_N	L758173	["L758173"]	["12da9b5fc10652770943803e47038532634f9a54d955fe6fa124e79cd734653c"]	"Schuldnerverzeichnis"	regular_neuter	00979e29ef86ca2b1d23c4f3bf107a60c262a859eef7bb85583bcd387d15014d	no	["neuter"]	[{"rank":"normal","statement":"L758173$456026F1-3814-4CCD-9F5D-70D13776DF32","value":"Q1775461"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Schuldnerverzeichnisse"],"s_pl_dat":["Schuldnerverzeichnissen"],"s_pl_gen":["Schuldnerverzeichnisse"],"s_pl_nom":["Schuldnerverzeichnisse"],"s_sg_acc":["Schuldnerverzeichnis"],"s_sg_dat":["Schuldnerverzeichnis"],"s_sg_gen":["Schuldnerverzeichnisses"],"s_sg_nom":["Schuldnerverzeichnis"]}	{"s_pl_acc":["L758173-F8"],"s_pl_dat":["L758173-F7"],"s_pl_gen":["L758173-F6"],"s_pl_nom":["L758173-F5"],"s_sg_acc":["L758173-F4"],"s_sg_dat":["L758173-F3"],"s_sg_gen":["L758173-F2"],"s_sg_nom":["L758173-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000070_N	L758266	["L758266"]	["64f460c1e15d13196ce71282fd226509c88cbb1d8f4c81fecf2ebebedd11c2b2"]	"Scheidenvorfall"	conflicting_slots	0027cd6b372eedf9a7883d3590698363acf3343fc8e9d2e0532f506139345023	no	["masculine"]	[{"rank":"normal","statement":"L758266$0FA2EFBF-08FE-48EB-8ADE-828D4CA8FB8A","value":"Q499327"}]	ordinary	[]	[]	conflicting	{"s_pl_acc":["Scheidenvorfälle"],"s_pl_dat":["Scheidenvorfällen"],"s_pl_gen":["Scheidenvorfälle"],"s_pl_nom":["Scheidenvorfälle"],"s_sg_acc":["Scheidenvorfall"],"s_sg_dat":["Scheidenvorfall"],"s_sg_gen":["Scheidenvorfalles","Scheidenvorfalls"],"s_sg_nom":["Scheidenvorfall"]}	{"s_pl_acc":["L758266-F9"],"s_pl_dat":["L758266-F8"],"s_pl_gen":["L758266-F7"],"s_pl_nom":["L758266-F6"],"s_sg_acc":["L758266-F5"],"s_sg_dat":["L758266-F4"],"s_sg_gen":["L758266-F2","L758266-F3"],"s_sg_nom":["L758266-F1"]}	[]	[]	[]	[]	none_recorded	[]	["conflicting_slots"]	automatic
wdn_000071_N	L759656	["L759656"]	["4e455a742ae16b949f7948bfd6892657ceac0819e6ba8aab83a7b8a0dab821ae"]	"4-3-3-System"	hyphenated	0128d9a19458e4d2e9434e41712417eb482140610ca644e1c2a98e19dd67391a	no	["neuter"]	[{"rank":"normal","statement":"L759656$91D98984-DF15-4539-8ECE-47D71DA99295","value":"Q1775461"}]	ordinary	[]	[]	partial	{"s_sg_acc":["4-3-3-System"],"s_sg_dat":["4-3-3-System"],"s_sg_gen":["4-3-3-Systems"],"s_sg_nom":["4-3-3-System"]}	{"s_sg_acc":["L759656-F4"],"s_sg_dat":["L759656-F3"],"s_sg_gen":["L759656-F2"],"s_sg_nom":["L759656-F1"]}	[]	[]	[]	[]	none_recorded	["hyphen","digit"]	[]	automatic
wdn_000072_N	L761251	["L761251"]	["bf3b07cc96eb167fd1827c00d35a5f95bd61116e24f2dd1d9e6313a7d281c65c"]	"Weißwangengans"	regular_feminine	02f2ab44dda6200baf95bb8bf7e6300cef442bd36c7d65b5a5d2a2ceb939824b	no	["feminine"]	[{"rank":"normal","statement":"L761251$96E1F8B1-1428-4AC6-8203-3FAB742BC341","value":"Q1775415"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Weißwangengänse"],"s_pl_dat":["Weißwangengänsen"],"s_pl_gen":["Weißwangengänse"],"s_pl_nom":["Weißwangengänse"],"s_sg_acc":["Weißwangengans"],"s_sg_dat":["Weißwangengans"],"s_sg_gen":["Weißwangengans"],"s_sg_nom":["Weißwangengans"]}	{"s_pl_acc":["L761251-F8"],"s_pl_dat":["L761251-F6"],"s_pl_gen":["L761251-F4"],"s_pl_nom":["L761251-F2"],"s_sg_acc":["L761251-F7"],"s_sg_dat":["L761251-F5"],"s_sg_gen":["L761251-F3"],"s_sg_nom":["L761251-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000073_N	L761384	["L761384"]	["0773c25396462bb3480a536f4d69dba33f73007a330f504c21aa74de93477086"]	"Wechselguss"	regular_masculine	00240a3370411eaeb2020d79f5272520c47860fbcd84db69b89bef2140f036d3	no	["masculine"]	[{"rank":"normal","statement":"L761384$8C99744B-48E9-47BD-AF15-602CDF99AAE4","value":"Q499327"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Wechselgüsse"],"s_pl_dat":["Wechselgüssen"],"s_pl_gen":["Wechselgüsse"],"s_pl_nom":["Wechselgüsse"],"s_sg_acc":["Wechselguss"],"s_sg_dat":["Wechselguss"],"s_sg_gen":["Wechselgusses"],"s_sg_nom":["Wechselguss"]}	{"s_pl_acc":["L761384-F8"],"s_pl_dat":["L761384-F7"],"s_pl_gen":["L761384-F6"],"s_pl_nom":["L761384-F5"],"s_sg_acc":["L761384-F4"],"s_sg_dat":["L761384-F3"],"s_sg_gen":["L761384-F2"],"s_sg_nom":["L761384-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000074_N	L761786	["L761786"]	["f511453517884b2fc0cd9b34c5a18314547e289ddbb7b7af85a69eb1f318ef0c"]	"Recalltest"	conflicting_slots	00109d196afa4a4a2c6056f943c5ca208e2de43a37856827da8dc600ceadb0cd	no	["masculine"]	[{"rank":"normal","statement":"L761786$73B2276A-C460-4C8C-A141-AA266C636666","value":"Q499327"}]	ordinary	[]	[]	conflicting	{"s_pl_acc":["Recallteste","Recalltests"],"s_pl_dat":["Recalltesten","Recalltests"],"s_pl_gen":["Recallteste","Recalltests"],"s_pl_nom":["Recallteste","Recalltests"],"s_sg_acc":["Recalltest"],"s_sg_dat":["Recalltest"],"s_sg_gen":["Recalltestes","Recalltests"],"s_sg_nom":["Recalltest"]}	{"s_pl_acc":["L761786-F12","L761786-F13"],"s_pl_dat":["L761786-F10","L761786-F11"],"s_pl_gen":["L761786-F8","L761786-F9"],"s_pl_nom":["L761786-F6","L761786-F7"],"s_sg_acc":["L761786-F5"],"s_sg_dat":["L761786-F4"],"s_sg_gen":["L761786-F2","L761786-F3"],"s_sg_nom":["L761786-F1"]}	[]	[]	[]	[]	none_recorded	[]	["conflicting_slots"]	automatic
wdn_000075_N	L762764	["L762764"]	["497b7e0ee4ea70198c21228d865129dd276abf6b8ed4884c12033461899d7547"]	"Big Point"	multiword	0750b5c24008315e8f8fcf95d191614c282c4146f50f65b08edbcbb7f2bdaa9f	no	["masculine"]	[{"rank":"normal","statement":"L762764$0CD639C2-FC4B-48B6-8D10-9B9B62FD7DD0","value":"Q499327"}]	ordinary	[]	[]	none	{}	{}	[]	[]	[]	[]	none_recorded	["whitespace"]	[]	automatic
wdn_000076_N	L762817	["L762817"]	["1050606a9d5475aab399e5564a31a96f078c4f6e4c36ead4f007052dfe684e10"]	"Linienball"	conflicting_slots	002859fbbf505185124d67d314ec524eb9f40929194f0b0dd5128e5172f6110c	no	["masculine"]	[{"rank":"normal","statement":"L762817$D9398E45-8A56-43B6-8C8F-C1ACBCAC5ADE","value":"Q499327"}]	ordinary	[]	[]	conflicting	{"s_pl_acc":["Linienbälle"],"s_pl_dat":["Linienbällen"],"s_pl_gen":["Linienbälle"],"s_pl_nom":["Linienbälle"],"s_sg_acc":["Linienball"],"s_sg_dat":["Linienball"],"s_sg_gen":["Linienballes","Linienballs"],"s_sg_nom":["Linienball"]}	{"s_pl_acc":["L762817-F9"],"s_pl_dat":["L762817-F8"],"s_pl_gen":["L762817-F7"],"s_pl_nom":["L762817-F6"],"s_sg_acc":["L762817-F5"],"s_sg_dat":["L762817-F4"],"s_sg_gen":["L762817-F2","L762817-F3"],"s_sg_nom":["L762817-F1"]}	[]	[]	[]	[]	none_recorded	[]	["conflicting_slots"]	automatic
wdn_000077_N	L764130	["L764130"]	["560ca19eb37c2571fa1b6d00b3cc2665d5b00078b67ac99e0275ecc2bb90fb10"]	"Lappe"	irregular_full	017a5771f6af511f1dfd275be712d2cf0a925f65c8e33e13ab7ebaa052d80b99	no	["masculine"]	[{"rank":"normal","statement":"L764130$B4449F57-B5F2-4CC5-9590-1B64F6BFE7C3","value":"Q499327"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Lappen"],"s_pl_dat":["Lappen"],"s_pl_gen":["Lappen"],"s_pl_nom":["Lappen"],"s_sg_acc":["Lappen"],"s_sg_dat":["Lappen"],"s_sg_gen":["Lappen"],"s_sg_nom":["Lappe"]}	{"s_pl_acc":["L764130-F8"],"s_pl_dat":["L764130-F6"],"s_pl_gen":["L764130-F4"],"s_pl_nom":["L764130-F2"],"s_sg_acc":["L764130-F7"],"s_sg_dat":["L764130-F5"],"s_sg_gen":["L764130-F3"],"s_sg_nom":["L764130-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000078_N	L764498	["L764498"]	["b685a60d999afcd6caa5e1739f47103aa8ae103827a2067b7262342440d00815"]	"PIN"	abbreviation	251fa920f31498fe225234952a73cebf8c198a04e6dac21cf47627ceaca3f8c5	no	["feminine"]	[{"rank":"normal","statement":"L764498$57E8AB89-267A-4372-8B67-A4612BA76961","value":"Q1775415"}]	ordinary	[]	[]	none	{}	{}	[]	[]	[]	[]	none_recorded	["abbreviation"]	[]	automatic
wdn_000079_N	L765773	["L765773"]	["a3e219512ab4106879fab4ec6f357539f7e0455e9046fe547e3ae4d4fe4f7284"]	"Ökoaudit"	multiple_gender	00b3912680104a5cbfc7083c9693a0e15f6d46cdfedcd7b0dac3e47d7ac857fd	no	["masculine","neuter"]	[{"rank":"normal","statement":"L765773$4CE79D93-4C68-4304-ABD0-A7155294EC19","value":"Q499327"},{"rank":"normal","statement":"L765773$8DFD01FF-2322-4FDA-A53D-6991B65B9795","value":"Q1775461"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Ökoaudits"],"s_pl_dat":["Ökoaudits"],"s_pl_gen":["Ökoaudits"],"s_pl_nom":["Ökoaudits"],"s_sg_acc":["Ökoaudit"],"s_sg_dat":["Ökoaudit"],"s_sg_gen":["Ökoaudits"],"s_sg_nom":["Ökoaudit"]}	{"s_pl_acc":["L765773-F8"],"s_pl_dat":["L765773-F7"],"s_pl_gen":["L765773-F6"],"s_pl_nom":["L765773-F5"],"s_sg_acc":["L765773-F4"],"s_sg_dat":["L765773-F3"],"s_sg_gen":["L765773-F2"],"s_sg_nom":["L765773-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000080_N	L766701	["L766701"]	["62a0fb96d3e1c72a55047c3194c582b6925e5189d0c23ceda214f19522f34e90"]	"Selbstständige"	multiple_gender	0127b2a42b6991b43e29f7b24c94d77eeafe1374e2553371d9cdb9fa7ff26172	no	["feminine","masculine"]	[{"rank":"normal","statement":"L766701$2CD379B3-64BE-4FC5-A633-30894CC2AFF4","value":"Q499327"},{"rank":"normal","statement":"L766701$FC1B5961-F79C-4C33-A561-EBB3E26EC202","value":"Q1775415"}]	ordinary	[]	[]	none	{}	{}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000081_N	L766786	["L766786"]	["6d7ed17c66ea9f1964493f2732533e519a4aa01b6599f68a5c3d739fd0e4b6db"]	"Seifenkiste"	invariant	000cc1930d12752a7981364888d233db63e359261ccf7e34d743eaf7fac259a2	no	["feminine"]	[{"rank":"normal","statement":"L766786$91B25155-E346-4D3D-BC48-B81EC6470131","value":"Q1775415"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Seifenkisten"],"s_pl_dat":["Seifenkisten"],"s_pl_gen":["Seifenkisten"],"s_pl_nom":["Seifenkisten"],"s_sg_acc":["Seifenkiste"],"s_sg_dat":["Seifenkiste"],"s_sg_gen":["Seifenkiste"],"s_sg_nom":["Seifenkiste"]}	{"s_pl_acc":["L766786-F8"],"s_pl_dat":["L766786-F6"],"s_pl_gen":["L766786-F4"],"s_pl_nom":["L766786-F2"],"s_sg_acc":["L766786-F7"],"s_sg_dat":["L766786-F5"],"s_sg_gen":["L766786-F3"],"s_sg_nom":["L766786-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000082_N	L767196	["L767196"]	["57655bbd156c61221fdcbd6e9d1c46d2d2a3c8d4799a7d79bc85b2186ea0d8fc"]	"Aktinograph"	irregular_full	01944ed871ccf0ac51143417987400fc28e8aee9c5055df05b3b9d6ce7fb7348	no	["masculine"]	[{"rank":"normal","statement":"L767196$EA89E81F-9C42-4EC1-891A-295802400616","value":"Q499327"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Aktinographen"],"s_pl_dat":["Aktinographen"],"s_pl_gen":["Aktinographen"],"s_pl_nom":["Aktinographen"],"s_sg_acc":["Aktinographen"],"s_sg_dat":["Aktinographen"],"s_sg_gen":["Aktinographen"],"s_sg_nom":["Aktinograph"]}	{"s_pl_acc":["L767196-F8"],"s_pl_dat":["L767196-F7"],"s_pl_gen":["L767196-F6"],"s_pl_nom":["L767196-F5"],"s_sg_acc":["L767196-F4"],"s_sg_dat":["L767196-F3"],"s_sg_gen":["L767196-F2"],"s_sg_nom":["L767196-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
