internal_id	source_key	lexeme_ids	entity_sha256	lemma_json	stratum	sample_score_sha256	pinned	genders	gender_claims_json	number_restriction	restriction_claims_json	paradigm_claims_json	source_completeness	slot_values_json	slot_form_ids_json	combining_forms_json	object_form_evidence_json	compound_statement_ids_json	sense_statement_ids_json	structural_evidence	orthography	diagnostics_json	review_status
wdn_000180_N	L838082	["L838082"]	["6c0d167c64539301e02f1dfec9d950881936582793585288f67bfd6a4ae06a2d"]	"Augenschatten"	plural_only	01f611297ec34a3b8861af073218434c5da98538128c6c2741b983e438c77c6e	no	["masculine"]	[{"rank":"normal","statement":"L838082$02AF9343-7D68-4C20-993B-E240986B99DA","value":"Q499327"}]	plural_only	[{"rank":"normal","statement":"L838082$8056A60E-69D9-4A7F-B1F0-B9BB1A8F514B","value":"Q138246"}]	[]	complete	{"s_pl_acc":["Augenschatten"],"s_pl_dat":["Augenschatten"],"s_pl_gen":["Augenschatten"],"s_pl_nom":["Augenschatten"]}	{"s_pl_acc":["L838082-F4"],"s_pl_dat":["L838082-F3"],"s_pl_gen":["L838082-F2"],"s_pl_nom":["L838082-F1"]}	[]	[]	["L838082$c45f846b-462a-7a61-1a93-71bfe984073f","L838082$2dba94db-415f-72b9-1d0e-900debb307b5"]	[]	explicit_compound_analysis	[]	[]	automatic
wdn_000181_N	L838408	["L838408"]	["efd8b8defeca353f988b810580c36558d86d59a3e2bd4ee33b8bc418fc8be51b"]	"Auswanderungserlaubnis"	regular_feminine	048ff365d53be926ca82de29039ac9bd4e8ce62f51fed66a6a21844d1940e0de	no	["feminine"]	[{"rank":"normal","statement":"L838408$E01E6D53-4416-4871-AB7A-74BB2A08B621","value":"Q1775415"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Auswanderungserlaubnisse"],"s_pl_dat":["Auswanderungserlaubnissen"],"s_pl_gen":["Auswanderungserlaubnisse"],"s_pl_nom":["Auswanderungserlaubnisse"],"s_sg_acc":["Auswanderungserlaubnis"],"s_sg_dat":["Auswanderungserlaubnis"],"s_sg_gen":["Auswanderungserlaubnis"],"s_sg_nom":["Auswanderungserlaubnis"]}	{"s_pl_acc":["L838408-F8"],"s_pl_dat":["L838408-F7"],"s_pl_gen":["L838408-F6"],"s_pl_nom":["L838408-F5"],"s_sg_acc":["L838408-F4"],"s_sg_dat":["L838408-F3"],"s_sg_gen":["L838408-F2"],"s_sg_nom":["L838408-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000182_N	L841742	["L841742"]	["26c6064117567cafb1d3ed5793a8bc91aaf006e665067212d948ac7d0d84fb38"]	"Schlingbeschwerden"	plural_only	012f3cdf4e9e085cb253074b8b389fab5c36d85e506d9cc7247e5d9568ea4756	no	[]	[]	plural_only	[{"rank":"normal","statement":"L841742$9BEC4E56-DF10-4A00-97B6-8FC06FF16A51","value":"Q138246"}]	[]	complete	{"s_pl_acc":["Schlingbeschwerden"],"s_pl_dat":["Schlingbeschwerden"],"s_pl_gen":["Schlingbeschwerden"],"s_pl_nom":["Schlingbeschwerden"]}	{"s_pl_acc":["L841742-F4"],"s_pl_dat":["L841742-F3"],"s_pl_gen":["L841742-F2"],"s_pl_nom":["L841742-F1"]}	[]	[]	[]	[]	none_recorded	[]	["missing_gender"]	automatic
wdn_000183_N	L842700	["L842700"]	["7827887743b09084284aa6a035c025ad685de30eda5ca8538289acc7cb7af9d1"]	"Schieferbank"	regular_feminine	0242a4e213b9c3bd1674dc0f134b4f614dbc05db99f68f74fb4920081bd8f071	no	["feminine"]	[{"rank":"normal","statement":"L842700$ca6aeeb7-7d1b-463a-8f67-9ddd840b70ca","value":"Q1775415"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Schieferbänke"],"s_pl_dat":["Schieferbänken"],"s_pl_gen":["Schieferbänke"],"s_pl_nom":["Schieferbänke"],"s_sg_acc":["Schieferbank"],"s_sg_dat":["Schieferbank"],"s_sg_gen":["Schieferbank"],"s_sg_nom":["Schieferbank"]}	{"s_pl_acc":["L842700-F8"],"s_pl_dat":["L842700-F7"],"s_pl_gen":["L842700-F6"],"s_pl_nom":["L842700-F5"],"s_sg_acc":["L842700-F4"],"s_sg_dat":["L842700-F3"],"s_sg_gen":["L842700-F2"],"s_sg_nom":["L842700-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000184_N	L843814	["L843814"]	["e8adca0f9f009f74be4081a6bba4ac1c3308acfe173551b18e4765e7d970640e"]	"Scherenfutteral"	regular_neuter	005de1eb5d4118a073dba1448b005f98ffabd1b7b7fae2e35b64eac762033c48	no	["neuter"]	[{"rank":"normal","statement":"L843814$36094A99-5160-4372-A962-9132272AD2F2","value":"Q1775461"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Scherenfutterale"],"s_pl_dat":["Scherenfutteralen"],"s_pl_gen":["Scherenfutterale"],"s_pl_nom":["Scherenfutterale"],"s_sg_acc":["Scherenfutteral"],"s_sg_dat":["Scherenfutteral"],"s_sg_gen":["Scherenfutterals"],"s_sg_nom":["Scherenfutteral"]}	{"s_pl_acc":["L843814-F8"],"s_pl_dat":["L843814-F7"],"s_pl_gen":["L843814-F6"],"s_pl_nom":["L843814-F5"],"s_sg_acc":["L843814-F4"],"s_sg_dat":["L843814-F3"],"s_sg_gen":["L843814-F2"],"s_sg_nom":["L843814-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000185_N	L846292	["L846292"]	["9bb9dd7cc1ddf9d17362839213fd032177697ac64eb5bdccc6d9e3458de2b041"]	"Großbrand"	regular_masculine	0049be950ca565a7ed201cdbb033ed936e89523f468e35e57ea3e4a9b535b4ab	no	["masculine"]	[{"rank":"normal","statement":"L846292$15052ED4-7A99-4EE8-985D-A2A156CDF226","value":"Q499327"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Großbrände"],"s_pl_dat":["Großbränden"],"s_pl_gen":["Großbrände"],"s_pl_nom":["Großbrände"],"s_sg_acc":["Großbrand"],"s_sg_dat":["Großbrand"],"s_sg_gen":["Großbrandes"],"s_sg_nom":["Großbrand"]}	{"s_pl_acc":["L846292-F8"],"s_pl_dat":["L846292-F6"],"s_pl_gen":["L846292-F4"],"s_pl_nom":["L846292-F2"],"s_sg_acc":["L846292-F7"],"s_sg_dat":["L846292-F5"],"s_sg_gen":["L846292-F3"],"s_sg_nom":["L846292-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000186_N	L846592	["L846592"]	["bd1dfeff0c906d352df9c8e8f5a443a98fc03ddf63f4ccced03d40bcdb010872"]	"Notabeln"	plural_only	02f86eda6964aae0e244cf73b2485fcde42daacf6734ac3f347918c85d3e9ea3	no	[]	[]	plural_only	[{"rank":"normal","statement":"L846592$6F60EEAB-A30C-4469-8719-9317E4BD8ADF","value":"Q138246"}]	[]	complete	{"s_pl_acc":["Notabeln"],"s_pl_dat":["Notabeln"],"s_pl_gen":["Notabeln"],"s_pl_nom":["Notabeln"]}	{"s_pl_acc":["L846592-F4"],"s_pl_dat":["L846592-F3"],"s_pl_gen":["L846592-F2"],"s_pl_nom":["L846592-F1"]}	[]	[]	[]	[]	none_recorded	[]	["missing_gender"]	automatic
wdn_000187_N	L846941	["L846941"]	["22eeca57f3faedc3464de8ef24af02308f0e1f3279e2355cccbd8ebd1245025b"]	"Arbeiterkind"	regular_neuter	0081b86880359f352be76f19f385bcbb4c7bf43a2b40616e1aa11e1d96935012	no	["neuter"]	[{"rank":"normal","statement":"L846941$1B0083D6-D2B5-446B-B3AA-FC032EC76102","value":"Q1775461"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Arbeiterkinder"],"s_pl_dat":["Arbeiterkindern"],"s_pl_gen":["Arbeiterkinder"],"s_pl_nom":["Arbeiterkinder"],"s_sg_acc":["Arbeiterkind"],"s_sg_dat":["Arbeiterkind"],"s_sg_gen":["Arbeiterkindes"],"s_sg_nom":["Arbeiterkind"]}	{"s_pl_acc":["L846941-F8"],"s_pl_dat":["L846941-F6"],"s_pl_gen":["L846941-F4"],"s_pl_nom":["L846941-F2"],"s_sg_acc":["L846941-F7"],"s_sg_dat":["L846941-F5"],"s_sg_gen":["L846941-F3"],"s_sg_nom":["L846941-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000188_N	L847439	["L847439"]	["9df14be017d86d9410fcdd15d9467b01481d260ed42f6adb3b23be273002dea9"]	"Taschenspielerkunst"	unknown_gender	001c3203cc98d27006a360cd6b8a3d19b2f531ed7a70cd648636acde39841b17	no	[]	[]	ordinary	[]	[]	complete	{"s_pl_acc":["Taschenspielerkünste"],"s_pl_dat":["Taschenspielerkünsten"],"s_pl_gen":["Taschenspielerkünste"],"s_pl_nom":["Taschenspielerkünste"],"s_sg_acc":["Taschenspielerkunst"],"s_sg_dat":["Taschenspielerkunst"],"s_sg_gen":["Taschenspielerkunst"],"s_sg_nom":["Taschenspielerkunst"]}	{"s_pl_acc":["L847439-F8"],"s_pl_dat":["L847439-F7"],"s_pl_gen":["L847439-F6"],"s_pl_nom":["L847439-F5"],"s_sg_acc":["L847439-F4"],"s_sg_dat":["L847439-F3"],"s_sg_gen":["L847439-F2"],"s_sg_nom":["L847439-F1"]}	[]	[]	[]	[]	none_recorded	[]	["missing_gender"]	automatic
wdn_000189_N	L848501	["L848501"]	["5d6cd9648a9bf6792ca0eeb95a20ef969af45e9efce27bd7e72f69b6c9cd5641"]	"Wichs"	regular_masculine	005324cc22e644ba3fecd9a1dc597ca7507ba2e0d42dea420bc2b5e43880e961	no	["masculine"]	[{"rank":"normal","statement":"L848501$FCFE98C7-C10C-4C55-8503-8BD8F89F2CEB","value":"Q499327"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Wichse"],"s_pl_dat":["Wichsen"],"s_pl_gen":["Wichse"],"s_pl_nom":["Wichse"],"s_sg_acc":["Wichs"],"s_sg_dat":["Wichs"],"s_sg_gen":["Wichses"],"s_sg_nom":["Wichs"]}	{"s_pl_acc":["L848501-F8"],"s_pl_dat":["L848501-F6"],"s_pl_gen":["L848501-F4"],"s_pl_nom":["L848501-F2"],"s_sg_acc":["L848501-F7"],"s_sg_dat":["L848501-F5"],"s_sg_gen":["L848501-F3"],"s_sg_nom":["L848501-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000190_N	L848652	["L848652"]	["2b965a7f17fe1c111a0d92c4deb87faa8b05ba8c12136d7b5f7192c6eeb071fa"]	"Winterhilfe"	invariant	00101b5ffdad86d129f823727d49da0bb90357319b92c98e639c269dd1423136	no	["feminine"]	[{"rank":"normal","statement":"L848652$7bef7443-d4f6-4939-acd5-ff429a618927","value":"Q1775415"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Winterhilfen"],"s_pl_dat":["Winterhilfen"],"s_pl_gen":["Winterhilfen"],"s_pl_nom":["Winterhilfen"],"s_sg_acc":["Winterhilfe"],"s_sg_dat":["Winterhilfe"],"s_sg_gen":["Winterhilfe"],"s_sg_nom":["Winterhilfe"]}	{"s_pl_acc":["L848652-F8"],"s_pl_dat":["L848652-F6"],"s_pl_gen":["L848652-F4"],"s_pl_nom":["L848652-F2"],"s_sg_acc":["L848652-F7"],"s_sg_dat":["L848652-F5"],"s_sg_gen":["L848652-F3"],"s_sg_nom":["L848652-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000191_N	L849989	["L849989"]	["18dfb6acfb47003f2b2ff1a2d1c0df342163bc3d61b1c8ff8015b6a04861ec28"]	"Kolonialwarenladen"	invariant_plural	000ee67557750fc6e90932a11fd38dd273e451f5ef7ca114c46c9f65efe8b59a	no	["masculine"]	[{"rank":"normal","statement":"L849989$8420C4C6-E023-485B-9DA5-239E4DD7423F","value":"Q499327"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Kolonialwarenläden"],"s_pl_dat":["Kolonialwarenläden"],"s_pl_gen":["Kolonialwarenläden"],"s_pl_nom":["Kolonialwarenläden"],"s_sg_acc":["Kolonialwarenladen"],"s_sg_dat":["Kolonialwarenladen"],"s_sg_gen":["Kolonialwarenladens"],"s_sg_nom":["Kolonialwarenladen"]}	{"s_pl_acc":["L849989-F8"],"s_pl_dat":["L849989-F6"],"s_pl_gen":["L849989-F4"],"s_pl_nom":["L849989-F2"],"s_sg_acc":["L849989-F7"],"s_sg_dat":["L849989-F5"],"s_sg_gen":["L849989-F3"],"s_sg_nom":["L849989-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000192_N	L850618	["L850618"]	["5c56381bef2ac4fce3df7683cf68281fec1386cdb542b2c747c304a366ffbe24"]	"Kopfpreis"	regular_masculine	00162a42fceeb495d4fbc10693699feff55191e89103b7dd4ebe6b9171286686	no	["masculine"]	[{"rank":"normal","statement":"L850618$80A2DDA7-6D11-4F39-95B9-2DDF110C5A4A","value":"Q499327"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Kopfpreise"],"s_pl_dat":["Kopfpreisen"],"s_pl_gen":["Kopfpreise"],"s_pl_nom":["Kopfpreise"],"s_sg_acc":["Kopfpreis"],"s_sg_dat":["Kopfpreis"],"s_sg_gen":["Kopfpreises"],"s_sg_nom":["Kopfpreis"]}	{"s_pl_acc":["L850618-F8"],"s_pl_dat":["L850618-F7"],"s_pl_gen":["L850618-F6"],"s_pl_nom":["L850618-F5"],"s_sg_acc":["L850618-F4"],"s_sg_dat":["L850618-F3"],"s_sg_gen":["L850618-F2"],"s_sg_nom":["L850618-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000193_N	L852791	["L852791"]	["a52c7e94aef0c9c666e8cd9ffc4e10c808cc4077eaa304f623bca4ae085984a9"]	"Kulturkonferenz"	invariant	00031fa2c8e57e86b0bceb96652efdf3c98872c8e78cfa1a1d15b0ffe4b34968	no	["feminine"]	[{"rank":"normal","statement":"L852791$d37666d0-f248-4325-bb6a-85714fa80cc2","value":"Q1775415"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Kulturkonferenzen"],"s_pl_dat":["Kulturkonferenzen"],"s_pl_gen":["Kulturkonferenzen"],"s_pl_nom":["Kulturkonferenzen"],"s_sg_acc":["Kulturkonferenz"],"s_sg_dat":["Kulturkonferenz"],"s_sg_gen":["Kulturkonferenz"],"s_sg_nom":["Kulturkonferenz"]}	{"s_pl_acc":["L852791-F8"],"s_pl_dat":["L852791-F6"],"s_pl_gen":["L852791-F4"],"s_pl_nom":["L852791-F2"],"s_sg_acc":["L852791-F7"],"s_sg_dat":["L852791-F5"],"s_sg_gen":["L852791-F3"],"s_sg_nom":["L852791-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000194_N	L853347	["L853347"]	["828f1c17e9b88e9d1cda019292846f69f1c982fd01be8648eaba64516405f782"]	"Shorts"	plural_only	036889c1880781075c4d752b8cea54925209f636c6df873028581f276e43245b	no	[]	[]	plural_only	[{"rank":"normal","statement":"L853347$465F51D1-E129-48EE-A54F-EEA8AE8B4F30","value":"Q138246"}]	[]	complete	{"s_pl_acc":["Shorts"],"s_pl_dat":["Shorts"],"s_pl_gen":["Shorts"],"s_pl_nom":["Shorts"]}	{"s_pl_acc":["L853347-F4"],"s_pl_dat":["L853347-F3"],"s_pl_gen":["L853347-F2"],"s_pl_nom":["L853347-F1"]}	[]	[]	[]	[]	none_recorded	[]	["missing_gender"]	automatic
wdn_000195_N	L854892	["L854892"]	["8a19e98fb5a960776d9d78e8d77880c8e01a1cd7276c0853d4fae359a7fa4e41"]	"Jahreseinkunft"	regular_feminine	032080e85ba34d360110f560d6bc4c76a5e47e8300ebfdbe092812a88e4a1546	no	["feminine"]	[{"rank":"normal","statement":"L854892$1F27C80C-FCEC-4531-975C-62FF3DECA0B7","value":"Q1775415"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Jahreseinkünfte"],"s_pl_dat":["Jahreseinkünften"],"s_pl_gen":["Jahreseinkünfte"],"s_pl_nom":["Jahreseinkünfte"],"s_sg_acc":["Jahreseinkunft"],"s_sg_dat":["Jahreseinkunft"],"s_sg_gen":["Jahreseinkunft"],"s_sg_nom":["Jahreseinkunft"]}	{"s_pl_acc":["L854892-F8"],"s_pl_dat":["L854892-F7"],"s_pl_gen":["L854892-F6"],"s_pl_nom":["L854892-F5"],"s_sg_acc":["L854892-F4"],"s_sg_dat":["L854892-F3"],"s_sg_gen":["L854892-F2"],"s_sg_nom":["L854892-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000196_N	L855906	["L855906"]	["447dfbcf140a8e8505617bbbb39028f031370ac56f69517e420babd24d15a3c8"]	"Xylophon"	regular_neuter	002686f9aeda533b85130e8d27db84813bc8ef3ac8f55aba13e766108d41f3b1	no	["neuter"]	[{"rank":"normal","statement":"L855906$050DE9C9-7F77-4FD5-BBBE-AE6BAA2CFACC","value":"Q1775461"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Xylophone"],"s_pl_dat":["Xylophonen"],"s_pl_gen":["Xylophone"],"s_pl_nom":["Xylophone"],"s_sg_acc":["Xylophon"],"s_sg_dat":["Xylophon"],"s_sg_gen":["Xylophons"],"s_sg_nom":["Xylophon"]}	{"s_pl_acc":["L855906-F8"],"s_pl_dat":["L855906-F6"],"s_pl_gen":["L855906-F4"],"s_pl_nom":["L855906-F2"],"s_sg_acc":["L855906-F7"],"s_sg_dat":["L855906-F5"],"s_sg_gen":["L855906-F3"],"s_sg_nom":["L855906-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000197_N	L856575	["L856575"]	["e91d20ea11258142d0697d9bfdb45d25e31de293efdfe753fba4d4ce998f5e89"]	"Durchschnittsmensch"	irregular_full	02049fa8eb907743d7574d337ae7d261d0a73dfab1ac0f0da44423432e7b83eb	no	["masculine"]	[{"rank":"normal","statement":"L856575$AE76B8E2-2256-490F-8479-E44FA4E2FE81","value":"Q499327"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Durchschnittsmenschen"],"s_pl_dat":["Durchschnittsmenschen"],"s_pl_gen":["Durchschnittsmenschen"],"s_pl_nom":["Durchschnittsmenschen"],"s_sg_acc":["Durchschnittsmenschen"],"s_sg_dat":["Durchschnittsmenschen"],"s_sg_gen":["Durchschnittsmenschen"],"s_sg_nom":["Durchschnittsmensch"]}	{"s_pl_acc":["L856575-F8"],"s_pl_dat":["L856575-F6"],"s_pl_gen":["L856575-F4"],"s_pl_nom":["L856575-F2"],"s_sg_acc":["L856575-F7"],"s_sg_dat":["L856575-F5"],"s_sg_gen":["L856575-F3"],"s_sg_nom":["L856575-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000198_N	L857783	["L857783"]	["90c82be79d716f1a8311b00a65221a9a31fe420c49f2053e29005865637fbbd1"]	"Feld-Wald-und-Wiesen-Tee"	hyphenated	01f3072e670107c777d36b949686315a1d3a8b81c58ce058b68f8da4f2ce1377	no	["masculine"]	[{"rank":"normal","statement":"L857783$F0FDF713-DFCE-48CC-88D4-ED8C1A1FF23B","value":"Q499327"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Feld-Wald-und-Wiesen-Tees"],"s_pl_dat":["Feld-Wald-und-Wiesen-Tees"],"s_pl_gen":["Feld-Wald-und-Wiesen-Tees"],"s_pl_nom":["Feld-Wald-und-Wiesen-Tees"],"s_sg_acc":["Feld-Wald-und-Wiesen-Tee"],"s_sg_dat":["Feld-Wald-und-Wiesen-Tee"],"s_sg_gen":["Feld-Wald-und-Wiesen-Tees"],"s_sg_nom":["Feld-Wald-und-Wiesen-Tee"]}	{"s_pl_acc":["L857783-F8"],"s_pl_dat":["L857783-F7"],"s_pl_gen":["L857783-F6"],"s_pl_nom":["L857783-F5"],"s_sg_acc":["L857783-F4"],"s_sg_dat":["L857783-F3"],"s_sg_gen":["L857783-F2"],"s_sg_nom":["L857783-F1"]}	[]	[]	[]	[]	none_recorded	["hyphen"]	[]	automatic
wdn_000199_N	L857795	["L857795"]	["ac0206b065f1d54a24362260cc935aa62f092d49a5e51ad4651f567841fae26d"]	"Fettwulst"	multiple_gender	00d564400aa2f27db07c87c4bf815a1385a5f3e3133f9555952359b9a88e8f50	no	["feminine","masculine"]	[{"rank":"normal","statement":"L857795$347969DA-C9DF-4779-A8A6-538787E54BFF","value":"Q499327"},{"rank":"normal","statement":"L857795$73FED4BE-1D58-465B-A6C4-4C84F2602DAB","value":"Q1775415"}]	ordinary	[]	[]	none	{}	{}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000200_N	L860619	["L860619"]	["ae2a40ad8724b9433d12eaccb88ad8f9b1464b167ec3c36a65a28d6229004d13"]	"Weibsleute"	plural_only	00ded3e364f157d6ec183be6888db0716775aac9a80dcb6292d5a0c2b03c4d31	no	[]	[]	plural_only	[{"rank":"normal","statement":"L860619$F443866C-A4C3-4640-A068-711D97B60DF9","value":"Q138246"}]	[]	complete	{"s_pl_acc":["Weibsleute"],"s_pl_dat":["Weibsleuten"],"s_pl_gen":["Weibsleute"],"s_pl_nom":["Weibsleute"]}	{"s_pl_acc":["L860619-F4"],"s_pl_dat":["L860619-F3"],"s_pl_gen":["L860619-F2"],"s_pl_nom":["L860619-F1"]}	[]	[]	[]	[]	none_recorded	[]	["missing_gender"]	automatic
wdn_000201_N	L861059	["L861059"]	["93cd83ee9d2247ccef88da0021276ac4547afb1a95859eb01f803a434376b355"]	"Weltkenntnis"	regular_feminine	027a7ac6b0e215c778379c2ccdb98bcf37b6d4816baa8173a4370d521fd85f12	no	["feminine"]	[{"rank":"normal","statement":"L861059$D61DC85C-B12A-4CC9-8F80-4F3C4E352C15","value":"Q1775415"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Weltkenntnisse"],"s_pl_dat":["Weltkenntnissen"],"s_pl_gen":["Weltkenntnisse"],"s_pl_nom":["Weltkenntnisse"],"s_sg_acc":["Weltkenntnis"],"s_sg_dat":["Weltkenntnis"],"s_sg_gen":["Weltkenntnis"],"s_sg_nom":["Weltkenntnis"]}	{"s_pl_acc":["L861059-F8"],"s_pl_dat":["L861059-F7"],"s_pl_gen":["L861059-F6"],"s_pl_nom":["L861059-F5"],"s_sg_acc":["L861059-F4"],"s_sg_dat":["L861059-F3"],"s_sg_gen":["L861059-F2"],"s_sg_nom":["L861059-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000202_N	L862912	["L862912"]	["297a38c797071dcb4fd6d4ab8a7900249b4a6f9e199e3e79774e06ae79defdeb"]	"VR"	abbreviation	1e2e9e3aae59638a0c5f0dc680ea80c8dc9496387f9e08ee809e0e88f57ebb70	no	["feminine"]	[{"rank":"normal","statement":"L862912$D4014E40-D51C-405F-A497-38F605CB2606","value":"Q1775415"}]	ordinary	[]	[]	none	{}	{}	[]	[]	[]	[]	none_recorded	["abbreviation"]	[]	automatic
wdn_000203_N	L864096	["L864096"]	["df3bc293c79564311b9fa65d141e12141a1c5712da56d61bd74c0ea59a402eed"]	"Reittier"	regular_neuter	001df2c23e261ed1fb3aadbc1af4c498f196fc686b8c7a6dc2e7b40d1f188844	no	["neuter"]	[{"rank":"normal","statement":"L864096$68B9EE8F-2353-452C-A2C1-40E0D87814CC","value":"Q1775461"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Reittiere"],"s_pl_dat":["Reittieren"],"s_pl_gen":["Reittiere"],"s_pl_nom":["Reittiere"],"s_sg_acc":["Reittier"],"s_sg_dat":["Reittier"],"s_sg_gen":["Reittieres"],"s_sg_nom":["Reittier"]}	{"s_pl_acc":["L864096-F8"],"s_pl_dat":["L864096-F6"],"s_pl_gen":["L864096-F4"],"s_pl_nom":["L864096-F2"],"s_sg_acc":["L864096-F7"],"s_sg_dat":["L864096-F5"],"s_sg_gen":["L864096-F3"],"s_sg_nom":["L864096-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000204_N	L864372	["L864372"]	["198a904202fe10c887e3e2ec35b6f280646d7fea67798afdebe90265aefe42a9"]	"Rebus"	multiple_gender	00fc254106d82d316e6b1dfcf7db5d90284edd6022b471f9bc73f4f476eeddd8	no	["masculine","neuter"]	[{"rank":"normal","statement":"L864372$94B72041-E9CC-4623-A7FB-299283C9C235","value":"Q499327"},{"rank":"normal","statement":"L864372$CFF9F5F1-43BD-4C54-9471-0D1E5D401091","value":"Q1775461"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Rebusse"],"s_pl_dat":["Rebussen"],"s_pl_gen":["Rebusse"],"s_pl_nom":["Rebusse"],"s_sg_acc":["Rebus"],"s_sg_dat":["Rebus"],"s_sg_gen":["Rebus"],"s_sg_nom":["Rebus"]}	{"s_pl_acc":["L864372-F8"],"s_pl_dat":["L864372-F6"],"s_pl_gen":["L864372-F4"],"s_pl_nom":["L864372-F2"],"s_sg_acc":["L864372-F7"],"s_sg_dat":["L864372-F5"],"s_sg_gen":["L864372-F3"],"s_sg_nom":["L864372-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000205_N	L864786	["L864786"]	["9531c10ca7e5275b1e6b39c22dfead5bfaeb07eacdbf3770750db6deccaf941e"]	"Trappist"	irregular_full	007e567cbeccabcfaa855b1b3d470022a57582d923066d119f58b2d8315588f4	no	["masculine"]	[{"rank":"normal","statement":"L864786$A81575D6-6C66-4BD0-AD10-EC11FE68807B","value":"Q499327"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Trappisten"],"s_pl_dat":["Trappisten"],"s_pl_gen":["Trappisten"],"s_pl_nom":["Trappisten"],"s_sg_acc":["Trappisten"],"s_sg_dat":["Trappisten"],"s_sg_gen":["Trappisten"],"s_sg_nom":["Trappist"]}	{"s_pl_acc":["L864786-F8"],"s_pl_dat":["L864786-F6"],"s_pl_gen":["L864786-F4"],"s_pl_nom":["L864786-F2"],"s_sg_acc":["L864786-F7"],"s_sg_dat":["L864786-F5"],"s_sg_gen":["L864786-F3"],"s_sg_nom":["L864786-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000206_N	L865140	["L865140"]	["ff7cad4985d01f0b0107e3674b4ed254f291d81911889c437202c586aa30dc12"]	"Triangel"	multiple_gender	0158dd8a3140c660d8ed4ab422afba9328047bfd287b81e6c35da242fa49b57f	no	["feminine","masculine","neuter"]	[{"rank":"normal","statement":"L865140$C5B2E823-A1A2-4075-B790-6AA6CDC39A83","value":"Q499327"},{"rank":"normal","statement":"L865140$5970A5F2-5C84-498F-9350-106A670B676D","value":"Q1775415"},{"rank":"normal","statement":"L865140$1EEEFC97-C956-419D-997A-FB448C404A80","value":"Q1775461"}]	ordinary	[]	[]	none	{}	{}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
wdn_000207_N	L867451	["L867451"]	["8d75fd697d962e779f5222e2f1a67a10302a2f2774b888a5975293f577998c5c"]	"Bildstreifen"	invariant_plural	0077ed0239dde4eeefb7a32e1cf82e7675238ab490ccdfec76f13987053a1b8b	no	["masculine"]	[{"rank":"normal","statement":"L867451$BC4DCA24-8BCE-40ED-9685-748C85158FE6","value":"Q499327"}]	ordinary	[]	[]	complete	{"s_pl_acc":["Bildstreifen"],"s_pl_dat":["Bildstreifen"],"s_pl_gen":["Bildstreifen"],"s_pl_nom":["Bildstreifen"],"s_sg_acc":["Bildstreifen"],"s_sg_dat":["Bildstreifen"],"s_sg_gen":["Bildstreifens"],"s_sg_nom":["Bildstreifen"]}	{"s_pl_acc":["L867451-F8"],"s_pl_dat":["L867451-F7"],"s_pl_gen":["L867451-F6"],"s_pl_nom":["L867451-F5"],"s_sg_acc":["L867451-F4"],"s_sg_dat":["L867451-F3"],"s_sg_gen":["L867451-F2"],"s_sg_nom":["L867451-F1"]}	[]	[]	[]	[]	none_recorded	[]	[]	automatic
